timestamp,open,high,low,close,volume
2026-05-04,674.66,676.73,668.9,672.88,34541990
2026-05-05,677.96,682.7734,677.51,681.61,37101063
2026-05-06,687.78,695.93,686.48,695.77,38778492
2026-05-07,696.58,701.24,691.77,694.94,43779087
2026-05-08,699.92,711.23,699.5,711.23,44320421
2026-05-11,710.36,714.59,708.91,713.29,36019146
2026-05-12,708.22,710.18,696.64,707.24,45873009
2026-05-13,709.96,716.65,704.83,714.71,40012526
2026-05-14,714.62,722.03,714.22,719.79,33327545
2026-05-15,710.14,715.13,705.55,708.93,51792656
2026-05-18,711.54,712.07,698.85,705.88,49834549
