timestamp,open,high,low,close,volume
2026-05-04 04:00:00,721.8,722.34,720.34,721.21,57316
2026-05-04 05:00:00,721.14,721.77,721.14,721.4843,12950
2026-05-04 06:00:00,721.359,721.49,716.46,719.68,889905
2026-05-04 07:00:00,719.69,720.35,718.67,719.55,245806
2026-05-04 08:00:00,719.56,720.57,719.56,719.95,251202
2026-05-04 09:00:00,719.76,720.8,718.84,720.7602,4066938
2026-05-04 10:00:00,720.77,722.12,719.865,720.91,4345054
2026-05-04 11:00:00,720.92,721.56,716.98,717.5898,9189889
2026-05-04 12:00:00,717.59,717.87,714.99,716.55,5349075
2026-05-04 13:00:00,716.54,718.64,716.48,718.3301,3181678
2026-05-04 14:00:00,718.33,718.995,716.83,717.47,3646605
2026-05-04 15:00:00,717.48,718.26,717.13,718.07,8709264
2026-05-04 16:00:00,718.08,718.08,717.28,717.57,2150729
2026-05-04 17:00:00,717.59,717.95,717.5729,717.8,38755
2026-05-04 18:00:00,717.96,718.46,717.63,717.76,67419
2026-05-04 19:00:00,717.75,717.95,717.57,717.7622,32393
2026-05-05 04:00:00,719.89,720.75,718.6913,720.61,72151
2026-05-05 05:00:00,720.39,720.86,720.11,720.54,19552
2026-05-05 06:00:00,720.64,721.2,720.4,720.58,59066
2026-05-05 07:00:00,720.61,721.1,719.96,720.94,182938
2026-05-05 08:00:00,720.87,721.95,720.72,721.3,274851
2026-05-05 09:00:00,721.26,722.79,721.22,722.53,3798636
2026-05-05 10:00:00,722.6,723.67,721.79,723.14,5072816
2026-05-05 11:00:00,723.15,723.65,722.91,723.04,2295006
2026-05-05 12:00:00,723.04,723.87,722.96,723.47,1968681
2026-05-05 13:00:00,723.47,724.22,723.12,724.01,2269795
2026-05-05 14:00:00,724.01,724.7,724,724.32,2258208
2026-05-05 15:00:00,724.33,725.04,723.27,723.74,7666912
2026-05-05 16:00:00,723.71,725.39,723.1,724.59,2788154
2026-05-05 17:00:00,724.57,725.03,724.57,724.84,75433
