timestamp,open,high,low,close,volume
2026-04-27 04:00:00,424.78,426.8082,423.5392,423.7,60950
2026-04-27 04:05:00,423.89,424.33,423.74,424.05,5147
2026-04-27 04:10:00,424.58,426.49,423.5515,423.78,3000
2026-04-27 04:15:00,423.58,424.3,423.58,423.924,4029
2026-04-27 04:20:00,423.6621,424.0,423.6621,424.0,1668
2026-04-27 04:25:00,423.97,424.1303,423.8,423.95,1369
2026-04-27 04:30:00,424.17,424.39,424.01,424.07,920
2026-04-27 04:35:00,424.17,424.42,424.17,424.35,1368
2026-04-27 04:40:00,424.32,424.33,424.2,424.26,1929
2026-04-27 04:45:00,424.26,424.33,424.2,424.24,1109
2026-04-27 04:50:00,424.32,424.36,424.08,424.08,715
2026-04-27 04:55:00,424.35,424.35,424.0745,424.0745,240
2026-04-27 05:00:00,424.21,424.275,424.17,424.2,749
2026-04-27 05:05:00,424.28,424.32,424.0,424.01,2514
2026-04-27 05:10:00,423.9,424.0,423.8,424.0,1967
2026-04-27 05:15:00,424.09,424.4,423.99,424.35,1496
2026-04-27 05:20:00,424.0,424.1,423.9004,424.1,1347
2026-04-27 05:25:00,423.9,424.19,423.9,424.19,401
2026-04-27 05:30:00,424.1,424.1,423.93,424.02,1175
2026-04-27 05:35:00,424.08,424.35,424.0,424.0,1526
2026-04-27 05:40:00,424.0,424.33,423.81,424.0,3585
2026-04-27 05:45:00,424.04,424.2,424.0,424.2,1493
2026-04-27 05:50:00,423.95,424.19,423.95,424.18,610
2026-04-27 05:55:00,424.0,424.2,423.95,423.99,974
2026-04-27 06:00:00,423.83,424.0,423.78,423.78,2031
2026-04-27 06:05:00,423.78,423.8,423.7,423.7,1533
2026-04-27 06:10:00,423.89,423.971,423.75,423.87,826
2026-04-27 06:15:00,423.91,423.95,423.87,423.87,544
2026-04-27 06:20:00,423.905,424.0,423.8,423.8,718
2026-04-27 06:25:00,423.82,423.85,423.75,423.84,752
2026-04-27 06:30:00,423.84,423.86,423.55,423.55,3289
2026-04-27 06:35:00,423.57,423.66,423.5,423.55,2624
2026-04-27 06:40:00,423.6,423.99,423.6,423.8,1841
2026-04-27 06:45:00,423.74,424.21,423.73,424.21,2296
2026-04-27 06:50:00,424.1,424.3,424.1,424.2,1021
2026-04-27 06:55:00,424.12,424.2,424.1,424.11,1066
2026-04-27 07:00:00,424.18,424.29,423.75,423.8001,10121
2026-04-27 07:05:00,423.66,423.99,423.63,423.9,7366
2026-04-27 07:10:00,423.8,423.8,423.18,423.18,7860
2026-04-27 07:15:00,423.1007,423.3,422.61,422.8,22686
2026-04-27 07:20:00,422.82,422.94,422.7,422.83,4326
2026-04-27 07:25:00,422.8,423.0,422.77,422.8,6478
2026-04-27 07:30:00,422.95,423.18,422.8,423.16,9069
2026-04-27 07:35:00,423.13,423.3,423.0,423.0,6860
2026-04-27 07:40:00,423.0,423.0945,422.68,422.68,4244
2026-04-27 07:45:00,422.61,422.95,422.6,422.9,5565
2026-04-27 07:50:00,422.8,423.0,422.8,423.0,10418
2026-04-27 07:55:00,423.0,423.0936,422.8,422.82,9563
2026-04-27 08:00:00,422.95,423.0,422.45,422.5875,11180
2026-04-27 08:05:00,422.56,423.0,422.5,422.61,3873
2026-04-27 08:10:00,422.6,422.84,422.6,422.75,2957
2026-04-27 08:15:00,422.75,422.84,422.5,422.84,6695
2026-04-27 08:20:00,422.6174,422.8266,422.61,422.75,5161
2026-04-27 08:25:00,422.8483,422.8483,422.31,422.36,12807
2026-04-27 08:30:00,422.5,422.6554,422.36,422.57,4777
2026-04-27 08:35:00,422.5297,422.71,422.42,422.61,5423
2026-04-27 08:40:00,422.68,422.74,422.6,422.6102,2686
2026-04-27 08:45:00,422.7,422.75,422.61,422.75,4005
2026-04-27 08:50:00,422.77,423.31,422.77,423.24,7553
2026-04-27 08:55:00,423.2615,423.3,423.0,423.02,5235
2026-04-27 09:00:00,423.08,428.12,410.0,413.5,416735
2026-04-27 09:05:00,413.8752,415.0,404.61,412.7,429651
2026-04-27 09:10:00,412.0391,418.88,410.0,418.79,237027
2026-04-27 09:15:00,418.55,419.7,417.11,417.6,160405
2026-04-27 09:20:00,417.51,419.6,417.35,418.72,52700
2026-04-27 09:25:00,418.99,423.0,418.79,422.27,119635
2026-04-27 09:30:00,422.375,423.4,418.5,418.58,1441763
2026-04-27 09:35:00,418.5399,420.2,417.0701,420.14,675958
2026-04-27 09:40:00,420.11,420.99,419.81,420.65,359336
2026-04-27 09:45:00,420.6,420.88,419.2798,420.54,390694
2026-04-27 09:50:00,420.56,421.63,420.31,421.09,423910
2026-04-27 09:55:00,421.09,421.49,419.679,419.99,289135
2026-04-27 10:00:00,420.04,420.68,419.79,420.6699,278709
2026-04-27 10:05:00,420.63,420.77,420.09,420.12,171166
2026-04-27 10:10:00,420.145,420.68,419.67,420.58,279524
2026-04-27 10:15:00,420.58,421.25,420.5201,420.9775,250966
2026-04-27 10:20:00,421.0,422.63,420.53,422.59,263756
2026-04-27 10:25:00,422.65,424.68,422.6101,424.6183,455732
2026-04-27 10:30:00,424.585,424.64,422.82,423.3401,366575
2026-04-27 10:35:00,423.395,424.0,422.91,422.99,206840
2026-04-27 10:40:00,422.9788,423.5999,422.51,423.4173,173672
2026-04-27 10:45:00,423.41,423.59,422.7,423.35,192454
2026-04-27 10:50:00,423.38,423.5,422.8,423.18,147310
2026-04-27 10:55:00,423.22,423.9599,422.9512,423.745,274172
2026-04-27 11:00:00,423.76,424.04,422.42,422.54,235921
2026-04-27 11:05:00,422.505,423.0,422.27,422.44,268880
2026-04-27 11:10:00,422.4,422.4319,421.37,421.9,243043
2026-04-27 11:15:00,421.87,422.38,421.67,422.14,165100
2026-04-27 11:20:00,422.14,422.5,421.41,422.432,244303
2026-04-27 11:25:00,422.45,422.94,422.03,422.89,201156
2026-04-27 11:30:00,422.925,422.98,422.17,422.175,189939
2026-04-27 11:35:00,422.2,422.55,422.01,422.29,157503
2026-04-27 11:40:00,422.27,422.75,422.25,422.51,129857
2026-04-27 11:45:00,422.5,423.12,422.26,422.4765,161961
2026-04-27 11:50:00,422.4001,422.42,421.58,422.01,155492
2026-04-27 11:55:00,422.005,422.4,421.8,422.35,170478
2026-04-27 12:00:00,422.31,422.87,422.19,422.7924,148102
2026-04-27 12:05:00,422.83,423.36,422.765,423.045,100412
2026-04-27 12:10:00,423.04,423.545,422.91,423.45,112766
2026-04-27 12:15:00,423.43,423.97,423.41,423.97,103297
2026-04-27 12:20:00,423.95,423.98,423.5501,423.76,118280
2026-04-27 12:25:00,423.78,424.02,423.45,423.62,152462
2026-04-27 12:30:00,423.6,423.84,423.2,423.28,92797
2026-04-27 12:35:00,423.29,423.915,423.2301,423.8781,64291
2026-04-27 12:40:00,423.89,424.17,423.72,423.83,119720
2026-04-27 12:45:00,423.885,424.15,423.75,423.91,137858
2026-04-27 12:50:00,423.91,424.1499,423.6,423.98,122288
