timestamp,open,high,low,close,volume
2026-05-10 00:00:00,80670.1,80758.3,80571.0,80663.99,173.0
2026-05-10 01:00:00,80664.0,80680.0,80531.0,80664.0,118.0
2026-05-10 02:00:00,80664.01,80777.54,80566.0,80739.0,95.0
2026-05-10 03:00:00,80767.32,80876.05,80650.0,80752.23,145.0
2026-05-10 04:00:00,80762.1,80836.0,80668.0,80695.0,64.0
2026-05-10 05:00:00,80741.8,80802.0,80615.0,80679.99,75.0
2026-05-10 06:00:00,80670.0,80756.0,80587.0,80736.6,96.0
2026-05-10 07:00:00,80705.0,80798.12,80664.0,80725.85,57.0
2026-05-10 08:00:00,80728.0,80905.7,80638.0,80818.99,90.0
2026-05-10 09:00:00,80803.9,80901.0,80700.0,80794.02,154.0
2026-05-10 10:00:00,80790.4,80879.9,80644.0,80848.5,230.0
2026-05-10 11:00:00,80848.6,80974.3,80710.0,80793.0,221.0
2026-05-10 12:00:00,80797.2,80943.09,80722.0,80880.0,164.0
2026-05-10 13:00:00,80915.5,81000.0,80810.0,80962.33,264.0
2026-05-10 14:00:00,80938.0,81005.0,80779.0,80953.0,368.0
2026-05-10 15:00:00,80979.6,81437.77,80885.0,81408.11,538.0
2026-05-10 16:00:00,81420.8,81489.26,81144.0,81357.27,616.0
2026-05-10 17:00:00,81338.1,81568.0,81174.0,81471.42,465.0
2026-05-10 18:00:00,81458.4,81497.9,81172.0,81265.2,220.0
2026-05-10 19:00:00,81265.2,81488.9,81086.0,81425.13,442.0
2026-05-10 20:00:00,81400.3,81449.21,80237.0,80724.2,869.0
2026-05-10 21:00:00,80720.7,80941.8,80524.0,80702.61,458.0
2026-05-10 22:00:00,80702.6,82158.0,80606.0,82042.44,1267.0
2026-05-10 23:00:00,82040.32,82458.0,81982.0,82150.0,778.0
2026-05-11 00:00:00,82171.9,82379.0,81216.0,81448.03,635.0
2026-05-11 01:00:00,81448.03,81727.52,81229.0,81487.11,407.0
2026-05-11 02:00:00,81487.11,81550.0,81055.0,81161.46,367.0
2026-05-11 03:00:00,81155.3,81171.98,80470.0,80717.0,595.0
2026-05-11 04:00:00,80712.7,80865.0,80567.0,80798.01,225.0
2026-05-11 05:00:00,80798.0,80985.4,80707.0,80809.99,294.0
2026-05-11 06:00:00,80809.6,81034.0,80708.0,80814.08,175.0
2026-05-11 07:00:00,80814.09,80841.7,80600.0,80722.19,201.0
2026-05-11 08:00:00,80722.18,80849.39,80562.0,80743.44,187.0
2026-05-11 09:00:00,80743.44,80987.63,80699.0,80944.65,230.0
2026-05-11 10:00:00,80944.65,81191.87,80878.0,80927.28,426.0
2026-05-11 11:00:00,80941.7,81186.04,80854.0,81186.04,205.0
2026-05-11 12:00:00,81153.5,81347.66,80977.0,81035.67,514.0
2026-05-11 13:00:00,81033.0,81321.2,80702.0,81036.97,633.0
2026-05-11 14:00:00,81036.13,81231.2,80400.0,80918.3,690.0
2026-05-11 15:00:00,80918.4,81452.9,80776.0,81422.94,547.0
2026-05-11 16:00:00,81398.5,81900.0,81288.0,81551.99,875.0
2026-05-11 17:00:00,81559.3,82056.95,81325.0,81931.6,1501.0
2026-05-11 18:00:00,81921.8,82132.0,81796.0,81846.47,1348.0
2026-05-11 19:00:00,81847.26,82090.32,81697.0,81956.0,629.0
2026-05-11 20:00:00,81943.9,82080.01,81718.0,81780.0,650.0
2026-05-11 21:00:00,81798.2,81901.3,81556.0,81812.46,346.0
2026-05-11 22:00:00,81808.6,81955.44,81685.0,81813.03,262.0
2026-05-11 23:00:00,81813.03,81822.6,81549.0,81728.27,145.0
2026-05-12 00:00:00,81730.6,81778.0,81427.0,81531.0,256.0
2026-05-12 01:00:00,81528.2,81606.91,80675.01,81176.73,718.0
2026-05-12 02:00:00,81176.73,81318.1,81037.0,81235.0,219.0
2026-05-12 03:00:00,81235.0,81276.0,80986.0,81037.06,136.0
2026-05-12 04:00:00,81037.06,81312.4,80940.0,81204.8,206.0
2026-05-12 05:00:00,81203.98,81344.8,81142.0,81200.0,142.0
2026-05-12 06:00:00,81225.7,81298.8,80981.82,80986.13,304.0
2026-05-12 07:00:00,81007.9,81134.0,80785.0,80829.94,411.0
2026-05-12 08:00:00,80829.02,80973.0,80586.0,80840.0,471.0
2026-05-12 09:00:00,80811.6,80980.0,80688.0,80802.5,496.0
2026-05-12 10:00:00,80802.6,80843.0,80563.09,80654.0,241.0
2026-05-12 11:00:00,80644.75,80781.0,80464.44,80756.24,291.0
2026-05-12 12:00:00,80755.4,81008.1,80581.0,80862.54,630.0
2026-05-12 13:00:00,80859.5,80929.7,80351.0,80402.0,707.0
2026-05-12 14:00:00,80438.06,80880.27,80335.83,80518.05,903.0
2026-05-12 15:00:00,80512.4,80656.4,80136.0,80298.1,668.0
2026-05-12 16:00:00,80322.8,80406.6,79802.51,79967.67,1104.0
2026-05-12 17:00:00,79979.0,80616.2,79918.12,80493.81,427.0
2026-05-12 18:00:00,80485.2,80746.1,80380.0,80650.11,327.0
2026-05-12 19:00:00,80650.11,80862.51,80626.0,80809.0,529.0
2026-05-12 20:00:00,80809.0,80888.5,80602.0,80672.9,445.0
2026-05-12 21:00:00,80672.9,80737.7,80458.0,80569.23,238.0
2026-05-12 22:00:00,80569.24,80775.2,80551.0,80639.99,166.0
2026-05-12 23:00:00,80662.8,80701.7,80397.0,80483.75,152.0
2026-05-13 00:00:00,80484.72,80777.2,80371.0,80660.0,216.0
2026-05-13 01:00:00,80697.99,81187.02,80627.0,80985.88,414.0
2026-05-13 02:00:00,80985.88,81278.76,80875.0,81040.6,191.0
2026-05-13 03:00:00,81040.59,81282.6,80933.0,81240.78,184.0
2026-05-13 04:00:00,81222.5,81270.0,81064.0,81217.39,126.0
2026-05-13 05:00:00,81215.0,81242.6,80940.0,80998.67,121.0
2026-05-13 06:00:00,80993.3,81137.0,80917.0,80959.63,140.0
2026-05-13 07:00:00,80955.6,81031.64,80833.0,80996.01,135.0
2026-05-13 08:00:00,81000.5,81204.0,80893.0,81161.09,193.0
2026-05-13 09:00:00,81151.4,81302.5,81086.0,81240.0,316.0
2026-05-13 10:00:00,81250.0,81265.0,80764.0,80773.92,214.0
2026-05-13 11:00:00,80800.1,80824.3,80451.0,80468.97,231.0
2026-05-13 12:00:00,80474.0,80576.0,79785.0,80172.52,560.0
2026-05-13 13:00:00,80171.3,80336.6,79517.0,79610.22,1030.0
2026-05-13 14:00:00,79629.7,79881.6,79218.6,79724.68,994.0
2026-05-13 15:00:00,79728.5,79829.3,78748.76,78783.04,1503.0
2026-05-13 16:00:00,78783.05,79224.9,78699.83,79068.35,1932.0
2026-05-13 17:00:00,79068.35,79576.6,79051.52,79488.6,1442.0
2026-05-13 18:00:00,79485.12,79949.75,79482.22,79574.01,973.0
2026-05-13 19:00:00,79574.01,79638.0,79348.0,79612.0,693.0
2026-05-13 20:00:00,79611.36,79760.8,79572.0,79676.66,424.0
2026-05-13 21:00:00,79676.65,79680.0,79295.0,79363.1,227.0
2026-05-13 22:00:00,79363.11,79466.0,79174.0,79396.0,278.0
2026-05-13 23:00:00,79396.65,79474.3,79182.72,79284.22,186.0
2026-05-14 00:00:00,79292.1,79672.9,79263.0,79546.8,275.0
2026-05-14 01:00:00,79550.5,79685.2,79369.0,79572.29,229.0
2026-05-14 02:00:00,79576.6,79661.1,79179.0,79340.0,334.0
2026-05-14 03:00:00,79324.5,79442.7,78867.0,79008.6,475.0
2026-05-14 04:00:00,79008.6,79465.2,78931.0,79413.0,247.0
2026-05-14 05:00:00,79428.7,79974.8,79335.0,79779.34,442.0
2026-05-14 06:00:00,79778.2,79920.2,79726.0,79776.31,215.0
2026-05-14 07:00:00,79776.31,79920.2,79666.0,79706.1,175.0
2026-05-14 08:00:00,79706.12,79917.2,79590.98,79784.57,152.0
2026-05-14 09:00:00,79786.1,79884.9,79442.6,79591.08,256.0
2026-05-14 10:00:00,79603.4,79761.7,79369.0,79534.48,201.0
2026-05-14 11:00:00,79536.2,79587.9,79177.0,79212.02,249.0
2026-05-14 12:00:00,79237.9,79786.9,79180.0,79743.92,503.0
2026-05-14 13:00:00,79734.1,80048.0,79639.7,79679.97,1458.0
2026-05-14 14:00:00,79679.3,81015.6,79529.0,80954.08,2076.0
2026-05-14 15:00:00,80932.0,81339.2,80783.0,81304.03,1871.0
2026-05-14 16:00:00,81300.0,81900.88,81057.0,81877.33,4061.0
