timestamp,open,high,low,close
2026-05-11 09:30:00,7385.31,7401.05,7384.2,7401.05
2026-05-11 09:35:00,7401.28,7401.28,7395.26,7398.36
2026-05-11 09:40:00,7398.51,7405.79,7397.27,7405.63
2026-05-11 09:45:00,7405.67,7414.12,7405.6,7409.21
2026-05-11 09:50:00,7409.05,7412.98,7405.29,7407.0
2026-05-11 09:55:00,7406.94,7409.2,7404.33,7407.84
2026-05-11 10:00:00,7409.28,7410.3,7406.36,7407.73
2026-05-11 10:05:00,7407.49,7410.46,7407.25,7409.07
2026-05-11 10:10:00,7409.4,7412.29,7406.61,7412.29
2026-05-11 10:15:00,7412.28,7416.6,7411.09,7415.91
2026-05-11 10:20:00,7415.67,7417.78,7415.15,7415.94
2026-05-11 10:25:00,7416.0,7417.27,7405.51,7405.78
2026-05-11 10:30:00,7405.81,7408.68,7397.64,7405.42
2026-05-11 10:35:00,7405.44,7409.21,7404.13,7407.68
2026-05-11 10:40:00,7407.78,7412.47,7407.64,7410.79
2026-05-11 10:45:00,7410.97,7412.87,7408.75,7412.69
2026-05-11 10:50:00,7412.73,7420.18,7411.6,7419.38
2026-05-11 10:55:00,7419.52,7421.11,7415.09,7417.93
2026-05-11 11:00:00,7418.02,7418.9,7415.46,7417.51
2026-05-11 11:05:00,7417.55,7418.96,7415.85,7418.49
2026-05-11 11:10:00,7418.59,7418.59,7412.14,7412.56
2026-05-11 11:15:00,7412.79,7416.38,7411.46,7415.95
2026-05-11 11:20:00,7416.03,7419.85,7415.35,7419.37
2026-05-11 11:25:00,7419.45,7422.91,7418.59,7422.62
2026-05-11 11:30:00,7422.45,7423.59,7419.81,7421.48
2026-05-11 11:35:00,7421.34,7422.88,7419.07,7422.32
2026-05-11 11:40:00,7422.5,7423.7,7419.29,7420.87
2026-05-11 11:45:00,7420.9,7421.82,7419.76,7421.35
2026-05-11 11:50:00,7421.06,7424.53,7418.68,7423.99
2026-05-11 11:55:00,7423.99,7425.04,7422.31,7423.94
2026-05-11 12:00:00,7423.78,7425.18,7422.06,7422.71
2026-05-11 12:05:00,7422.83,7423.74,7421.99,7422.83
2026-05-11 12:10:00,7422.79,7424.23,7422.01,7422.9
2026-05-11 12:15:00,7422.87,7424.52,7422.28,7423.09
2026-05-11 12:20:00,7422.95,7424.67,7421.56,7424.5
2026-05-11 12:25:00,7424.55,7426.23,7424.55,7425.3
2026-05-11 12:30:00,7425.33,7426.27,7423.58,7424.8
2026-05-11 12:35:00,7424.78,7425.35,7422.34,7422.55
2026-05-11 12:40:00,7422.49,7423.07,7410.81,7417.93
2026-05-11 12:45:00,7417.83,7420.48,7416.96,7416.98
2026-05-11 12:50:00,7416.89,7417.99,7413.99,7415.23
2026-05-11 12:55:00,7415.17,7416.39,7412.61,7415.03
2026-05-11 13:00:00,7414.94,7417.85,7414.94,7417.09
2026-05-11 13:05:00,7417.15,7418.36,7415.09,7416.23
2026-05-11 13:10:00,7416.27,7416.37,7411.42,7412.1
2026-05-11 13:15:00,7412.1,7413.0,7410.33,7411.39
2026-05-11 13:20:00,7411.4,7418.05,7410.77,7418.02
2026-05-11 13:25:00,7417.57,7420.42,7417.24,7419.56
2026-05-11 13:30:00,7419.51,7423.44,7419.33,7423.03
2026-05-11 13:35:00,7422.99,7425.78,7422.43,7424.55
2026-05-11 13:40:00,7424.56,7427.92,7423.87,7427.87
2026-05-11 13:45:00,7427.85,7428.97,7424.81,7425.14
2026-05-11 13:50:00,7425.04,7426.08,7423.35,7423.6
2026-05-11 13:55:00,7423.65,7425.08,7422.77,7423.31
2026-05-11 14:00:00,7423.46,7428.39,7423.39,7427.34
2026-05-11 14:05:00,7427.44,7427.89,7426.73,7427.46
2026-05-11 14:10:00,7427.5,7427.5,7424.24,7425.23
2026-05-11 14:15:00,7425.09,7425.39,7423.72,7424.69
2026-05-11 14:20:00,7424.67,7426.51,7422.94,7424.56
2026-05-11 14:25:00,7424.5,7425.41,7423.85,7425.12
2026-05-11 14:30:00,7425.15,7425.17,7422.06,7422.58
2026-05-11 14:35:00,7422.51,7423.38,7419.59,7419.63
2026-05-11 14:40:00,7419.69,7420.26,7417.79,7419.49
2026-05-11 14:45:00,7419.39,7419.72,7416.37,7416.75
2026-05-11 14:50:00,7416.72,7416.86,7414.13,7414.72
2026-05-11 14:55:00,7414.74,7415.25,7406.65,7407.11
2026-05-11 15:00:00,7406.99,7409.61,7404.39,7404.66
2026-05-11 15:05:00,7404.64,7411.35,7404.38,7411.19
2026-05-11 15:10:00,7411.26,7413.29,7408.35,7409.48
2026-05-11 15:15:00,7409.49,7409.91,7405.82,7406.9
2026-05-11 15:20:00,7407.19,7408.11,7403.38,7405.22
2026-05-11 15:25:00,7405.25,7407.87,7404.3,7406.65
2026-05-11 15:30:00,7406.61,7410.13,7405.08,7407.65
2026-05-11 15:35:00,7407.45,7408.14,7405.24,7407.85
2026-05-11 15:40:00,7407.84,7408.82,7403.32,7403.4
2026-05-11 15:45:00,7403.39,7408.18,7402.75,7407.09
2026-05-11 15:50:00,7407.25,7411.36,7407.25,7410.51
2026-05-11 15:55:00,7410.36,7412.95,7409.1,7412.95
2026-05-11 16:00:00,7413.55,7413.55,7412.83,7412.84
2026-05-11 16:05:00,7412.84,7412.84,7412.84,7412.84
2026-05-11 16:10:00,7412.84,7412.84,7412.84,7412.84
2026-05-11 16:15:00,7412.84,7412.84,7412.84,7412.84
2026-05-11 16:20:00,7412.84,7412.84,7412.84,7412.84
2026-05-11 16:45:00,7412.84,7412.84,7412.84,7412.84
2026-05-12 09:30:00,7390.63,7394.37,7380.88,7385.41
2026-05-12 09:35:00,7385.11,7385.11,7376.0,7381.6
2026-05-12 09:40:00,7382.05,7389.11,7378.57,7388.8
2026-05-12 09:45:00,7389.02,7389.6,7376.61,7379.4
2026-05-12 09:50:00,7378.91,7385.52,7374.92,7381.25
2026-05-12 09:55:00,7380.82,7381.16,7369.16,7371.2
2026-05-12 10:00:00,7371.8,7373.87,7367.12,7370.58
2026-05-12 10:05:00,7371.8,7377.39,7370.42,7374.61
2026-05-12 10:10:00,7374.61,7383.3,7371.43,7382.06
2026-05-12 10:15:00,7382.35,7385.29,7378.87,7383.86
2026-05-12 10:20:00,7383.82,7384.66,7375.45,7376.73
2026-05-12 10:25:00,7376.9,7379.51,7366.62,7369.33
2026-05-12 10:30:00,7369.44,7369.59,7355.25,7360.69
2026-05-12 10:35:00,7360.6,7366.85,7355.5,7366.79
2026-05-12 10:40:00,7366.81,7371.97,7362.99,7366.81
2026-05-12 10:45:00,7366.66,7366.91,7360.96,7361.56
2026-05-12 10:50:00,7361.45,7363.78,7357.35,7360.86
2026-05-12 10:55:00,7360.89,7362.75,7356.78,7358.42
2026-05-12 11:00:00,7358.93,7360.23,7354.26,7354.77
2026-05-12 11:05:00,7355.05,7361.31,7352.79,7360.83
2026-05-12 11:10:00,7360.82,7361.21,7352.25,7352.85
2026-05-12 11:15:00,7352.68,7353.01,7346.69,7350.21
2026-05-12 11:20:00,7350.01,7350.86,7340.08,7341.0
2026-05-12 11:25:00,7341.7,7344.9,7338.54,7343.49
2026-05-12 11:30:00,7343.5,7350.84,7342.11,7349.98
2026-05-12 11:35:00,7349.46,7353.98,7345.9,7351.87
2026-05-12 11:40:00,7352.07,7356.45,7348.72,7355.96
2026-05-12 11:45:00,7355.83,7358.06,7353.76,7354.15
2026-05-12 11:50:00,7354.11,7355.53,7350.99,7352.5
2026-05-12 11:55:00,7352.22,7352.83,7344.13,7345.74
2026-05-12 12:00:00,7345.39,7353.92,7341.65,7352.68
2026-05-12 12:05:00,7352.69,7353.81,7346.9,7348.39
2026-05-12 12:10:00,7348.47,7355.36,7347.48,7354.46
2026-05-12 12:15:00,7354.39,7354.51,7350.67,7350.67
2026-05-12 12:20:00,7350.73,7353.06,7346.38,7348.95
2026-05-12 12:25:00,7348.96,7350.69,7347.38,7348.17
2026-05-12 12:30:00,7348.16,7348.71,7342.32,7346.24
2026-05-12 12:35:00,7345.87,7350.86,7345.87,7348.43
2026-05-12 12:40:00,7348.42,7350.42,7343.18,7344.71
2026-05-12 12:45:00,7344.64,7346.4,7338.88,7341.79
2026-05-12 12:50:00,7341.85,7343.97,7338.75,7340.35
2026-05-12 12:55:00,7340.4,7342.6,7338.71,7341.32
2026-05-12 13:00:00,7341.55,7350.23,7340.81,7349.2
2026-05-12 13:05:00,7349.11,7354.42,7348.95,7350.54
2026-05-12 13:10:00,7350.56,7354.18,7350.17,7353.59
2026-05-12 13:15:00,7353.57,7361.41,7353.54,7361.3
2026-05-12 13:20:00,7361.12,7369.81,7361.12,7365.74
2026-05-12 13:25:00,7366.01,7366.28,7361.67,7364.11
2026-05-12 13:30:00,7364.17,7370.63,7362.33,7369.78
2026-05-12 13:35:00,7369.93,7370.48,7362.77,7367.36
2026-05-12 13:40:00,7367.24,7369.78,7366.68,7368.72
2026-05-12 13:45:00,7368.56,7369.46,7365.19,7367.41
2026-05-12 13:50:00,7367.4,7371.64,7365.73,7371.64
2026-05-12 13:55:00,7371.79,7372.92,7368.37,7371.32
2026-05-12 14:00:00,7371.46,7373.5,7368.77,7372.62
2026-05-12 14:05:00,7372.62,7372.98,7368.26,7369.96
