timestamp,open,high,low,close
2026-05-11 09:30:00,7385.31,7414.12,7384.2,7407.84
2026-05-11 10:00:00,7409.28,7417.78,7405.51,7405.78
2026-05-11 10:30:00,7405.81,7421.11,7397.64,7417.93
2026-05-11 11:00:00,7418.02,7422.91,7411.46,7422.62
2026-05-11 11:30:00,7422.45,7425.04,7418.68,7423.94
2026-05-11 12:00:00,7423.78,7426.23,7421.56,7425.3
2026-05-11 12:30:00,7425.33,7426.27,7410.81,7415.03
2026-05-11 13:00:00,7414.94,7420.42,7410.33,7419.56
2026-05-11 13:30:00,7419.51,7428.97,7419.33,7423.31
2026-05-11 14:00:00,7423.46,7428.39,7422.94,7425.12
2026-05-11 14:30:00,7425.15,7425.17,7406.65,7407.11
2026-05-11 15:00:00,7406.99,7413.29,7403.38,7406.65
2026-05-11 15:30:00,7406.61,7412.95,7402.75,7412.95
2026-05-11 16:00:00,7413.55,7413.55,7412.83,7412.84
2026-05-11 16:30:00,7412.84,7412.84,7412.84,7412.84
2026-05-12 09:30:00,7390.63,7394.37,7369.16,7371.2
2026-05-12 10:00:00,7371.8,7385.29,7366.62,7369.33
2026-05-12 10:30:00,7369.44,7371.97,7355.25,7358.42
2026-05-12 11:00:00,7358.93,7361.31,7338.54,7343.49
2026-05-12 11:30:00,7343.5,7358.06,7342.11,7345.74
2026-05-12 12:00:00,7345.39,7355.36,7341.65,7348.17
2026-05-12 12:30:00,7348.16,7350.86,7338.71,7341.32
2026-05-12 13:00:00,7341.55,7369.81,7340.81,7364.11
2026-05-12 13:30:00,7364.17,7372.92,7362.33,7371.32
2026-05-12 14:00:00,7371.46,7385.18,7368.15,7382.96
2026-05-12 14:30:00,7382.94,7386.48,7378.31,7380.59
2026-05-12 15:00:00,7380.64,7394.87,7380.64,7391.86
2026-05-12 15:30:00,7391.74,7409.57,7391.74,7401.63
2026-05-12 16:00:00,7402.51,7402.51,7400.96,7400.96
2026-05-12 16:30:00,7400.96,7400.96,7400.96,7400.96
2026-05-13 09:30:00,7409.12,7409.12,7375.13,7390.74
2026-05-13 10:00:00,7390.95,7409.17,7389.65,7404.39
2026-05-13 10:30:00,7404.17,7411.78,7398.62,7410.23
2026-05-13 11:00:00,7410.39,7415.53,7407.9,7414.36
2026-05-13 11:30:00,7414.32,7424.13,7410.31,7418.69
